CODE;CITY;COUNTRY;LAT;LON
NPA;PENSACOLA;USA;30.3530;-87.3190
HUF;TERRE HAUTE;USA;39.4510;-87.3070
TGU;TEGUCIGALPA;HONDURAS;14.0610;-87.2170
PNS;PENSACOLA;USA;30.4730;-87.1870
NSE;MILTON;USA;30.7240;-87.0220
SEM;SELMA;USA;32.3440;-86.9880
YGQ;GERALDTON;CANADA;49.7780;-86.9390
CZM;COZUMEL;MEXICO;20.5220;-86.9260
N/A;LEON;NICARAGUA;12.4280;-86.9020
CUN;CANCUN;MEXICO;21.0360;-86.8770
LCE;LA CEIBA;HONDURAS;15.7420;-86.8530
BHM;BIRMINGHAM;USA;33.5630;-86.7530
N/A;NAKINA;CANADA;50.1830;-86.6960
HRT;MARY ESTHER;USA;30.4280;-86.6890
HUA;REDSTONE;USA;34.6790;-86.6850
BNA;NASHVILLE;USA;36.1240;-86.6780
VPS;VALPARAISO;USA;30.4830;-86.5250
RTB;ROATAN;HONDURAS;16.3170;-86.5220
CEW;CRESTVIEW;USA;30.7790;-86.5220
MXF;MONTGOMERY;USA;32.3790;-86.3620
N/A;LOS BRASILES;NICARAGUA;12.1890;-86.3540
IND;INDIANAPOLIS;USA;39.7170;-86.2940
YUT;REPULSE BAY;CANADA;66.5210;-86.2250
MGA;MANAGUA;NICARAGUA;12.1410;-86.1680
GUS;PERU;USA;40.6480;-86.1520
FTK;FORT KNOX;USA;37.9070;-85.9720
N/A;TRUJILLO;HONDURAS;15.9270;-85.9380
GJA;GUANAJA;HONDURAS;16.4450;-85.9060
ANB;ANNISTON;USA;33.5880;-85.8580
N/A;CABO VELAS;COSTA RICA;10.3560;-85.8530
YEU;EUREKA;CANADA;79.9950;-85.8130
LOU;LOUISVILLE;USA;38.2280;-85.6640
NOB;NOSARA BEACH;COSTA RICA;9.9760;-85.6530
PAM;PANAMA CITY;USA;44.7720;-85.5760
LIR;LIBERIA;COSTA RICA;10.5930;-85.5440
GRR;GRAND RAPIDS;USA;42.8810;-85.5230
DHN;DOTHAN;USA;31.3210;-85.4490
CHA;CHATTANOOGA;USA;35.0350;-85.2040
N/A;MANGOCHI;MALAWI;30.8380;-85.1820
LSF;FORT BENNING;USA;32.3370;-84.9910
N/A;LOS CHILES;COSTA RICA;11.0350;-84.7060
HTL;HOUGHTON LAKE;USA;44.3600;-84.6710
CVG;CINCINNATI;USA;39.0460;-84.6620
YSR;NANISIVIK;CANADA;72.9820;-84.6140
LAN;LANSING;USA;42.7790;-84.5870
MGE;MARIETTA;USA;33.9150;-84.5160
YAM;SAULT SAINTE MARIE;CANADA;46.4850;-84.5090
ATL;ATLANTA;USA;33.6400;-84.4270
LUK;CINCINNATI;USA;39.1030;-84.4190
DAY;DAYTON;USA;39.9020;-84.2190
SJO;SAN JOSE;COSTA RICA;9.9940;-84.2090
N/A;SAN JULIAN;CUBA;22.0950;-84.1520
N/A;SAN JOSE;COSTA RICA;9.9570;-84.1420
FFO;DAYTON;USA;39.8260;-84.0480
TYS;KNOXVILLE;USA;35.8120;-83.9930
N/A;ISLAS DEL CISNE;HONDURAS;17.4070;-83.9330
N/A;GUAPILES;COSTA RICA;10.2170;-83.7950
PEU;PUERTO LEMPIRA;HONDURAS;15.2610;-83.7810
BEF;BLUEFIELDS;NICARAGUA;11.9890;-83.7740
N/A;SANTA CLARA;COSTA RICA;10.2880;-83.7140
N/A;PINAR DEL RIO NORTE;CUBA;22.4210;-83.6780
MCN;MACON;USA;32.6930;-83.6490
LCL;LA COLOMA;CUBA;22.3360;-83.6420
WRB;MACON;USA;32.6400;-83.5920
N/A;BARRA DEL COLORADO;COSTA RICA;10.7690;-83.5860
N/A;FINCA 10;COSTA RICA;8.9160;-83.5070
N/A;EL CARMEN;COSTA RICA;10.2020;-83.4720
PMZ;PALMAR SUR;COSTA RICA;8.9510;-83.4680
N/A;OSCODA;USA;44.4510;-83.3940
PUZ;PUERTO CABEZAS;NICARAGUA;14.0470;-83.3870
DTW;DETROIT;USA;42.2120;-83.3530
YLD;CHAPLEAU;CANADA;47.8200;-83.3460
N/A;BUENOS AIRES;COSTA RICA;9.1670;-83.3320
VAD;VALDOSTA;USA;30.9680;-83.1930
GLF;GOLFITO;COSTA RICA;8.6540;-83.1820
N/A;FINCA 63;COSTA RICA;8.6520;-83.0650
LIO;LIMON;COSTA RICA;9.9580;-83.0220
N/A;PANDORA;COSTA RICA;9.7320;-82.9830
N/A;SAN VITO DE JABA;COSTA RICA;8.8260;-82.9590
YQG;WINDSOR;CANADA;42.2760;-82.9560
N/A;SIGUANEA;CUBA;21.6420;-82.9550
LCK;COLUMBUS;USA;39.8140;-82.9280
CMH;COLUMBUS;USA;39.9980;-82.8920
MTC;MOUNT CLEMENS;USA;42.6130;-82.8320
GER;NUEVA GERONA;CUBA;21.8350;-82.7840
N/A;MARIEL;CUBA;23.0070;-82.7670
AND;ANDERSEN;USA;34.4950;-82.7090
PIE;ST. PETERSBURG;USA;27.9110;-82.6870
SKY;SANDUSKY;USA;41.4330;-82.6520
SPG;ST. PETERSBURG;USA;27.7650;-82.6270
N/A;BARACOA PLAYA;CUBA;23.0330;-82.5790
YZE;GORE BAY;CANADA;45.8850;-82.5680
TPA;TAMPA;USA;27.9750;-82.5330
PHN;PORT HURON;USA;42.9110;-82.5290
MCF;TAMPA;USA;27.8490;-82.5210
CHX;CHANGUINOLA;PANAMA;9.4590;-82.5170
N/A;SAN ANTONIO DE BANOS;CUBA;22.8710;-82.5090
YYU;KAPUSKASING;CANADA;49.4140;-82.4680
DAV;DAVID;PANAMA;8.3910;-82.4350
HAV;HAVANA;CUBA;22.9890;-82.4090
SBO;SANTA BARBARA;USA;32.6080;-82.3690
YZR;SARNIA;CANADA;42.9990;-82.3090
N/A;MANAGUA;CUBA;22.9700;-82.2750
GNV;GAINESVILLE;USA;29.6900;-82.2720
BOC;BOCAS DEL TORO;PANAMA;9.3410;-82.2510
AGS;BUSH FIELD;USA;33.3700;-81.9640
NZC;JACKSONVILLE;USA;30.2190;-81.8760
FMY;FORT MYERS;USA;26.5860;-81.8630
EYW;KEY WEST;USA;24.5560;-81.7590
RSW;FORT MYERS;USA;26.5360;-81.7550
ADZ;SAN ANDRES ISLAND;COLOMBIA;12.5830;-81.7110
NQX;KEY WEST;USA;24.5760;-81.6890
JAX;JACKSONVILLE;USA;30.4940;-81.6880
NIP;JACKSONVILLE;USA;30.2360;-81.6810
LHW;WRIGHT;USA;31.8890;-81.5620
CYO;CAYO;CUBA;21.6160;-81.5460
AKR;AKRON;USA;41.0380;-81.4670
VRA;VARADERO;CUBA;23.0340;-81.4350
HKY;HICKORY;USA;35.7410;-81.3890
YTS;TIMMINS;CANADA;48.5700;-81.3770
PVA;PROVIDENCIA;COLOMBIA;13.3570;-81.3580
GCM;GEORGETOWN;CAYMAN ISLANDS;19.2930;-81.3570
ORL;ORLANDO;USA;28.5450;-81.3330
MCO;ORLANDO;USA;28.4290;-81.3160
TYL;TALARA;PERU;-4.5760;-81.2540
YUX;HALL BEACH;CANADA;68.7760;-81.2440
N/A;TALARA;PERU;-4.5500;-81.2240
SAV;SAVANNAH;USA;32.1270;-81.2020
YXU;LONDON;CANADA;43.0360;-81.1540
SVN;HUNTER AAF;USA;32.0100;-81.1460
CAE;COLOMBIA;USA;33.9390;-81.1190
YVV;WIARTON;CANADA;44.7460;-81.1070
SNC;SALINAS;ECUADOR;-2.2050;-80.9890
N/A;SANTIAGO;PANAMA;8.0860;-80.9450
CLT;CHARLOTTE;USA;35.2140;-80.9430
TNT;MIAMI;USA;25.8620;-80.8970
YSB;SUDBURY;CANADA;46.6250;-80.7990
NBC;BEAUFORT;USA;32.4770;-80.7230
YNG;YOUNGSTOWN;USA;41.2610;-80.6790
MEC;MANTA;ECUADOR;-0.9460;-80.6780
MLB;MELBOURNE;USA;28.1030;-80.6450
PIU;PIURA;PERU;-5.2060;-80.6160
YMO;MOOSONEE;CANADA;51.2910;-80.6080
SSC;SUMTER;USA;33.9730;-80.4730
PVO;PORTOVIEJO;ECUADOR;-1.0410;-80.4720
TMB;KENDALL-TAMIAMI;USA;25.6480;-80.4330
VRB;VERO BEACH;USA;27.6560;-80.4180
CFG;CIENFUEGOS;CUBA;22.1500;-80.4140
HST;HOMESTEAD;USA;25.4880;-80.3840
YKF;WATERLOO;CANADA;43.4590;-80.3840
TBP;TUMBES;PERU;-3.5520;-80.3810
MIA;MIAMI;USA;25.7930;-80.2910
OPF;MIAMI;USA;25.9070;-80.2780
PIT;PITTSBURGH (PENNSYLVA);USA;40.4910;-80.2330
INT;WINSTON-SALEM;USA;36.1340;-80.2220
MNI;PLYMOUTH;MONTSERRAT ISLAND;33.5870;-80.2090
FXE;FORT LAUDERDALE;USA;26.1970;-80.1710
FLL;FORT LAUDERDALE;USA;26.0720;-80.1530
BCT;BOCA RATON;USA;26.3780;-80.1070
PBI;WEST PALM BEACH;USA;26.6830;-80.0960
LNA;WEST PALM BEACH;USA;26.5930;-80.0850
N/A;PEDERNALES;ECUADOR;0.0730;-80.0520
N/A;TRINIDAD;CUBA;21.7880;-79.9970
N/A;SANTA ROSA;ECUADOR;-3.4350;-79.9780
MCH;MACHALA;ECUADOR;-3.2690;-79.9620
SNU;SANTA CLARA;CUBA;22.4920;-79.9440
N/A;MACARA;ECUADOR;-4.3800;-79.9410
YHM;HAMILTON;CANADA;43.1730;-79.9350
GYE;GUAYAQUIL;ECUADOR;-2.1580;-79.8840
CYB;CAYMAN BARAC;CAYMAN ISLANDS;19.6870;-79.8830
EKN;ELKINS;USA;38.8890;-79.8570
YXR;EARLTON;CANADA;47.6950;-79.8490
CIX;CHICLAYO;PERU;-6.7870;-79.8280
N/A;MARAGROSA;ECUADOR;-2.8510;-79.8040
FLO;FLORENCE;USA;34.1850;-79.7240
N/A;TAURA;ECUADOR;-2.2610;-79.6890
YYZ;TORONTO;CANADA;43.6770;-79.6310
N/A;MARTINICA;ECUADOR;-1.7400;-79.6220
HOW;HOWARD;PANAMA;8.9140;-79.5990
PAC;PANAMA;PANAMA;8.9730;-79.5560
N/A;LA JULIA;ECUADOR;-1.7040;-79.5520
N/A;LOMA LARGA;ECUADOR;-1.5010;-79.4810
YZD;TORONTO;CANADA;43.7420;-79.4660
N/A;SANCTI SPIRITUS;CUBA;21.9710;-79.4420
YYB;NORTH BAY;CANADA;46.3640;-79.4230
YTZ;TORONTO;CANADA;43.6270;-79.3960
PTY;PANAMA CITY;PANAMA;9.0710;-79.3830
N/A;CLEMENTIA;ECUADOR;-1.7060;-79.3790
YQA;MUSKOKA;CANADA;44.9750;-79.3030
BIM;ALICE TOWN;BAHAMAS;44.7670;-79.2640
N/A;SANTO DOMINGO;ECUADOR;-0.2480;-79.2140
TRU;TRUJILLO;PERU;-8.0850;-79.1090
POB;FAYETTEVILLE;USA;35.1710;-79.0140
CUE;CUENCA;ECUADOR;-2.8890;-78.9840
WTD;WEST END;BAHAMAS;26.6860;-78.9780
IAG;NIAGARA FALLS;USA;43.1070;-78.9460
MYR;MYRTLE BEACH;USA;33.6800;-78.9280
YUY;ROUYN;CANADA;48.2060;-78.8360
AVI;CIEGO DE AVILA;CUBA;22.0270;-78.7890
RDU;RALEIGH-DURHAM;USA;35.8770;-78.7870
TCO;TUMACO;COLOMBIA;1.8140;-78.7490
BUF;BUFFALO;USA;42.9400;-78.7320
FPO;FREEPORT;BAHAMAS;26.5590;-78.6950
N/A;RIOBAMBA;ECUADOR;-1.6540;-78.6560
N/A;LATACUNGA;ECUADOR;-0.9070;-78.6160
ATF;AMBATO;ECUADOR;-1.2120;-78.5740
N/A;GUALAQUIZA;ECUADOR;-3.4230;-78.5730
CHM;CHIMBOTE;PERU;-9.1510;-78.5240
UIO;QUITO;ECUADOR;-0.1410;-78.4880
YPQ;PETERBOROUGH;CANADA;44.2300;-78.3630
N/A;CUNAGUA;CUBA;22.4610;-78.3290
N/A;FLORIDA;CUBA;44.7020;-78.2030
N/A;JAQUE;PANAMA;7.5170;-78.1570
N/A;LA PALMA;PANAMA;8.4070;-78.1420
N/A;IBARRA;ECUADOR;0.3380;-78.1360
XMS;MACAS;ECUADOR;-2.2990;-78.1210
SAQ;SAN ANDROS;BAHAMAS;25.0540;-78.0490
YIO;POND INLET;CANADA;72.6830;-77.9670
GWW;GOTHA OST;GERMANY;35.4610;-77.9650
GSB;GOLDSBORO;USA;35.3390;-77.9610
N/A;CIRO ALEGRIA;PERU;-4.6070;-77.9410
MBJ;MONTEGO BAY;JAMAICA;18.5040;-77.9130
ILM;WILMINGTON;USA;34.2710;-77.9030
GPI;GUAPI;COLOMBIA;20.8520;-77.8980
CCZ;CHUB CAY;BAHAMAS;25.4170;-77.8810
CHH;CHACHAPOYAS;PERU;-6.2020;-77.8560
CMW;CAMAGUEY;CUBA;21.4200;-77.8470
N/A;TENA;ECUADOR;-0.9870;-77.8190
YNM;MATAGAMI;CANADA;49.7620;-77.8030
ASD;ANDROS TOWN;BAHAMAS;24.6980;-77.7960
YVO;VAL D'OR;CANADA;48.0530;-77.7830
YGW;KUUJJUARARAPIK;CANADA;55.2830;-77.7670
TUA;TULCAN;ECUADOR;0.8090;-77.7080
YGL;LA GRANDE RIVIERE;CANADA;53.6250;-77.7040
N/A;CLARENCE BAIN;BAHAMAS;24.2880;-77.6840
IPI;IPIALES;COLOMBIA;0.8620;-77.6720
ROC;ROCHESTER;USA;43.1190;-77.6720
ATA;ANTA;PERU;-9.3470;-77.5980
YTR;TRENTON;CANADA;44.1190;-77.5280
NAS;NASSAU;BAHAMAS;25.0390;-77.4660
IAD;WASHINGTON;USA;38.9440;-77.4560
NCA;JACKSONVILLE;USA;34.7080;-77.4390
N/A;SANDY POINT;BAHAMAS;26.0040;-77.3950
BSC;BAHIA SOLANO;COLOMBIA;6.2030;-77.3940
TCB;TREASURE CAY;BAHAMAS;26.7450;-77.3910
RIC;RICHMOND;USA;37.5050;-77.3190
YWA;PETAWAWA;CANADA;45.9520;-77.3190
NYG;QUANTICO;USA;38.5020;-77.3050
PSO;PASTO;COLOMBIA;1.3960;-77.2910
LIM;LIMA;PERU;-12.0220;-77.1140
MZO;MANZANILLO;CUBA;20.2880;-77.0890
MHH;MARSH HARBOR;BAHAMAS;26.5110;-77.0830
N/A;COLLIQUE;PERU;-11.9290;-77.0610
EWN;NEW BERN;USA;35.0730;-77.0430
DCA;WASHINGTON;USA;38.8520;-77.0370
N/A;SANTA LUCIA;CUBA;21.5090;-77.0170
N/A;LAS PALMAS;PERU;-12.1610;-76.9990
N/A;MOYOBAMBA;PERU;-6.0190;-76.9880
OCC;COCA;ECUADOR;-0.4630;-76.9860
N/A;MONTALVO;ECUADOR;-2.0670;-76.9750
OCJ;OCHO RIOS;JAMAICA;18.4040;-76.9690
VTU;LAS TUNAS;CUBA;20.9880;-76.9360
IPT;WILLIAMSPORT;USA;41.2420;-76.9210
NKT;CHERRY POINT;USA;34.9020;-76.8810
LGQ;LAGO AGRIO;ECUADOR;0.0920;-76.8690
ADW;CAMP SPRINGS;USA;38.8110;-76.8670
N/A;NORMAN'S CAY;BAHAMAS;24.5940;-76.8320
KTP;KINGSTON;JAMAICA;17.9880;-76.8240
KIN;KINGSTON;JAMAICA;17.9360;-76.7870
MDT;HARRISBURG;USA;40.1930;-76.7630
N/A;FORT MEADE;USA;39.0850;-76.7590
TRB;TURBO;COLOMBIA;8.0740;-76.7410
JJI;JUANJUI;PERU;-7.1690;-76.7280
N/A;CAREPA;COLOMBIA;7.8120;-76.7160
ELH;NORTH ELEUTHERA;BAHAMAS;25.4760;-76.6810
COG;CONDOTO;COLOMBIA;5.0720;-76.6760
BWI;BALTIMORE;USA;39.1750;-76.6680
UIB;QUIBDO;COLOMBIA;5.6910;-76.6410
BYM;BAYAMO;CUBA;20.3960;-76.6210
FAF;FORT EUSTIS;USA;37.1330;-76.6090
YGK;KINGSTON;CANADA;44.2250;-76.5970
MUI;MUIR;USA;40.4350;-76.5690
POT;PORT ANTONIO;JAMAICA;18.1990;-76.5340
YTE;CAPE DORSET;CANADA;64.2300;-76.5270
PUU;PUERTO ASIS;COLOMBIA;0.5050;-76.5010
PHF;NEWPORT NEWS;USA;37.1320;-76.4930
N/A;ANDOAS;PERU;-2.7950;-76.4660
N/A;STANIEL CAY;BAHAMAS;24.1690;-76.4390
NHK;PATUXENT RIVER;USA;38.2860;-76.4120
CLO;CALI;COLOMBIA;3.5430;-76.3810
TPP;TARAPOTO;PERU;-6.5090;-76.3730
TPC;TARAPOA;ECUADOR;-0.1230;-76.3370
GHB;GOVERNOR'S HARBOR;BAHAMAS;25.2840;-76.3310
HOG;HOLGUIN;CUBA;20.7860;-76.3150
NGU;NORFOLK;USA;36.9380;-76.2890
ULQ;TULUA;COLOMBIA;4.0880;-76.2350
N/A;HUANUCO;PERU;-9.8780;-76.2040
ORF;NORFOLK;USA;36.8940;-76.2010
RSD;ROCK SOUND;BAHAMAS;24.8920;-76.1780
ECG;ELIZABETH CITY;USA;36.2610;-76.1740
APG;ABERDEEN;USA;39.4660;-76.1690
YMS;YURIMAGUAS;PERU;-5.8940;-76.1180
SYR;SYRACUSE;USA;43.1110;-76.1060
N/A;PITALITO;COLOMBIA;1.8580;-76.0860
NTU;OCEANA;USA;36.8210;-76.0330
ART;WATERTOWN;USA;43.9920;-76.0220
TGI;TINGO MARIA;PERU;-9.2900;-76.0060
N/A;CARTAGO;COLOMBIA;4.7580;-75.9560
GGT;GREAT EXUMA;BAHAMAS;23.5630;-75.8780
SCU;SANTIAGO DE CUBA;CUBA;19.9700;-75.8360
MTR;MONTERIA;COLOMBIA;8.8240;-75.8260
AXM;ARMENIA;COLOMBIA;4.4540;-75.7650
PEI;PEREIRA;COLOMBIA;4.8130;-75.7390
N/A;DUNCAN TOWN;BAHAMAS;22.1820;-75.7290
GTB;FORT DRUM;USA;44.0560;-75.7190
N/A;ARTHUR'S TOWN;BAHAMAS;24.6290;-75.6740
YOW;OTTAWA;CANADA;45.3230;-75.6690
ILG;WILMINGTON;USA;39.6790;-75.6060
EOH;MEDELLIN;COLOMBIA;44.7130;-75.5910
FLA;FLORENCIA;COLOMBIA;21.5510;-75.5640
YND;GATINEAU;CANADA;45.5210;-75.5640
N/A;NICARO;CUBA;20.6890;-75.5310
CTG;CARTAGENA;COLOMBIA;10.4420;-75.5130
N/A;JAUJA;PERU;-11.7830;-75.4730
WAL;WALLOPS ISLAND;USA;37.9400;-75.4660
DOV;DOVER;USA;39.1300;-75.4660
OGS;OGDENSBURG;USA;44.6820;-75.4660
MZL;MANIZALES;COLOMBIA;44.6250;-75.4650
N/A;NEW BIGHT;BAHAMAS;24.3150;-75.4540
MDE;RIO NEGRO;COLOMBIA;6.1640;-75.4230
RME;ROME;USA;43.2340;-75.4070
NVA;NEIVA;COLOMBIA;34.7310;-75.2940
CZU;COROZAL;COLOMBIA;9.3320;-75.2860
SML;STELLA MARIS;BAHAMAS;23.5830;-75.2690
PHL;PHILADELPHIA;USA;39.8720;-75.2410
N/A;GUANTANAMO;CUBA;19.9060;-75.2070
GAO;GUANTANAMO;CUBA;20.0850;-75.1580
NXX;WILLOW GROVE;USA;40.2000;-75.1480
N/A;SAN JUAN;PERU;-15.3570;-75.1360
IBE;IBAGUE;COLOMBIA;4.4210;-75.1330
LGI;DEAD MAN'S CAY;BAHAMAS;23.1790;-75.0930
MIV;MILLVILLE;USA;39.3680;-75.0720
PNE;PHILADELPHIA;USA;40.0820;-75.0110
N/A;NAZCA;PERU;-14.8540;-74.9610
MOA;MOA;CUBA;20.6540;-74.9220
WWD;WILDWOOD;USA;39.0080;-74.9080
N/A;MARIQUITA;COLOMBIA;5.2130;-74.8840
MSS;MASSENA;USA;44.9360;-74.8450
MGN;MAGANGUE;COLOMBIA;9.2830;-74.8390
TTN;TRENTON;USA;40.2770;-74.8130
N/A;GIRARDOT;COLOMBIA;4.2760;-74.7970
BAQ;BARRANQUILLA;COLOMBIA;10.8890;-74.7810
SVI;SAN VINCENTE DE CAGUAN;COLOMBIA;2.1520;-74.7660
OTU;OTU;COLOMBIA;44.5680;-74.7150
WRI;WRIGHTSTOWN;USA;40.0160;-74.5940
ACY;ATLANTIC CITY;USA;39.4580;-74.5770
PCL;PUCALLPA;PERU;-8.3780;-74.5740
ZSA;COCKBURN TOWN;BAHAMAS;24.0630;-74.5240
BCA;BARACOA PLAYA;CUBA;20.3660;-74.5060
NEL;LAKEHURST;USA;40.0330;-74.3530
SMR;SANTA MARTA;COLOMBIA;11.1190;-74.2310
AYP;AYACUCHO;PERU;-13.1550;-74.2040
N/A;COLONEL HILL;BAHAMAS;22.7460;-74.1820
EWR;NEWARK;USA;40.6920;-74.1690
BOG;BOGOTA;COLOMBIA;4.7010;-74.1470
SWF;NEWBURGH;USA;41.5040;-74.1050
N/A;GUAYMARAL;COLOMBIA;4.8120;-74.0650
TEB;TETERBORO;USA;40.8500;-74.0610
YMX;MONTREAL;CANADA;45.6800;-74.0390
N/A;EL BANCO;COLOMBIA;9.0450;-73.9750
AXP;SPRING POINT;BAHAMAS;22.4420;-73.9710
LGA;NEW YORK;USA;40.7770;-73.8720
EJA;BARRANCABERMEJA;COLOMBIA;7.0240;-73.8070
ALB;ALBANY;USA;42.7480;-73.8030
ZUD;ANCUD;CHILE;-41.9060;-73.7970
JFK;NEW YORK;USA;40.6400;-73.7790
N/A;CASTRO;CHILE;-42.4910;-73.7740
N/A;ATALAYA;PERU;-10.7290;-73.7660
YUL;MONTREAL;CANADA;45.4680;-73.7410
HPN;WHITE PLAINS;USA;41.0670;-73.7070
IGA;MATTHEW TOWN;BAHAMAS;20.9750;-73.6670
VVC;VILLAVICENCIO;COLOMBIA;4.1680;-73.6140
PBG;PLATTSBURGH;USA;44.6510;-73.4680
YHU;MONTREAL;CANADA;45.5170;-73.4170
OCV;OCANA;COLOMBIA;8.3150;-73.3580
IQT;IQUITOS;PERU;-3.7850;-73.3090
YJN;ST. JEAN;CANADA;45.2940;-73.2810
VUP;VALLEDUPAR;COLOMBIA;10.4350;-73.2490
BGA;BUCARAMANGA;COLOMBIA;7.1260;-73.1850
BTV;BURLINGTON;USA;44.4720;-73.1530
BDR;STRATFORD;USA;41.1630;-73.1260
PMC;PUERTO MONTT;CHILE;-41.4390;-73.0940
ZAL;VALDIVIA;CHILE;-39.6500;-73.0860
CCP;CONCEPCION;CHILE;-36.7730;-73.0630
MYG;MAYAGUANA;BAHAMAS;22.3790;-73.0130
RCH;RIO HACHA;COLOMBIA;11.5260;-72.9260
CZS;CRUIZIRO DO SUL;BRAZIL;-7.6000;-72.7690
WCH;CHAITEN;CHILE;-42.9330;-72.6990
BDL;WINDSOR LOCKS;USA;41.9390;-72.6830
SJE;SAN JOSE DEL GUAVIARE;COLOMBIA;2.5790;-72.6390
ZCO;TEMUCO;CHILE;-38.7690;-72.6360
FOK;WEST HAMPTON BEACH;USA;40.8440;-72.6320
MPV;MONTPELIER;USA;44.2030;-72.5620
CEF;CHICOPEE FALLS;USA;42.1980;-72.5340
CUC;CUCUTA;COLOMBIA;7.9280;-72.5110
SVZ;SAN ANTONIO;VENEZUELA;7.8520;-72.4350
LSQ;LOS ANGELES;CHILE;-37.4020;-72.4260
N/A;EL-YOPAL;COLOMBIA;5.3190;-72.3840
PAP;PORT-AU-PRINCE;HAITI;18.5800;-72.2930
LFR;LA FRIA;VENEZUELA;8.2390;-72.2710
YRJ;ROBERVAL;CANADA;48.5200;-72.2660
PLS;PROVIDENCIALES;TURKS & CAICOS I.;21.7740;-72.2660
ING;LAGO ARGENTINO;ARGENTINA;-50.3350;-72.2480
RYO;RIO TURBIO;ARGENTINA;-51.6060;-72.2170
N/A;SAN CRISTOBAL;VENEZUELA;7.8010;-72.2030
CAP;CAP HAITIEN;HAITI;19.7320;-72.1950
GXQ;COYHAIQUE;CHILE;-45.5940;-72.1060
STD;SANTO DOMINGO;VENEZUELA;7.5650;-72.0350
N/A;CHILLAN;CHILE;-36.5830;-72.0320
N/A;PUERTO BOLIVAR;COLOMBIA;12.2210;-71.9850
STB;SANTA BARBARA;VENEZUELA;8.9740;-71.9430
CUZ;CUZCO;PERU;-13.5360;-71.9390
NCA;NORTH CAICOS;TURKS & CAICOS I.;21.9170;-71.9390
RVE;SARAVENA;COLOMBIA;6.9580;-71.8550
WAP;ALTO PALENA;CHILE;-43.6150;-71.8070
MAR;MARACAIBO;VENEZUELA;10.5580;-71.7280
CCH;CHILE CHICO;CHILE;-46.5820;-71.6980
YSC;SHERBROOKE;CANADA;45.4380;-71.6910
BBA;BALMACEDA;CHILE;-45.9160;-71.6890
N/A;MERIDA;VENEZUELA;8.6240;-71.6730
TDA;TRINIDAD;COLOMBIA;15.8270;-71.6580
N/A;CABO ROJO;DOMINICAN REPUBLIC;17.9290;-71.6450
N/A;SANTO DOMINGO;CHILE;-33.6570;-71.6160
AQP;AREQUIPA;PERU;-16.3410;-71.5830
EHL;EL BOLSON;ARGENTINA;-41.9430;-71.5320
XSC;SOUTH CAICOS;TURKS & CAICOS I.;21.5160;-71.5280
SFZ;SMITHFIELD;USA;41.9210;-71.4910
PVD;PROVIDENCE;USA;41.7240;-71.4280
YQB;QUEBEC;CANADA;46.7880;-71.3980
N/A;ILO;PERU;-17.6950;-71.3440
BED;BEDFORD;USA;42.4700;-71.2890
N/A;CURICO;CHILE;-34.9670;-71.2170
LSC;LA SERENA;CHILE;-29.9160;-71.1910
N/A;SANTA BARBARA;VENEZUELA;7.8030;-71.1660
MRD;MERIDA;VENEZUELA;8.5820;-71.1610
BRC;SAN CARLOS DE BARILOCH;ARGENTINA;-41.1510;-71.1570
EQS;ESQUEL;ARGENTINA;-42.9080;-71.1390
CPC;SAN MARTIN DES ANDES;ARGENTINA;-40.0750;-71.1370
BOS;BOSTON;USA;42.3640;-71.0050
YBG;BAGOTVILLE;CANADA;48.3310;-70.9960
N/A;MOQUEGUA;PERU;-17.1790;-70.9310
PUQ;PUNTA ARENAS;CHILE;-53.0030;-70.8550
SCL;SANTIAGO;CHILE;-33.3930;-70.7860
N/A;TARAUACA;BRAZIL;-8.1550;-70.7830
N/A;RANCAGUA;CHILE;-34.1740;-70.7760
N/A;VALLENAR;CHILE;-28.5980;-70.7590
N/A;GUASDUALITO;VENEZUELA;7.2110;-70.7560
AUC;ARAUCA;COLOMBIA;7.0690;-70.7370
N/A;PUERTO ESPERANZA;PERU;-9.7680;-70.7060
ULC;SANTIAGO;CHILE;-33.4930;-70.6980
N/A;SANTIAGO;CHILE;-33.5620;-70.6880
STI;SANTIAGO;DOMINICAN REPUBLIC;19.4090;-70.6160
VLV;VALERA;VENEZUELA;9.3410;-70.5840
N/A;SANTIAGO;CHILE;-33.4560;-70.5470
FMH;FALMOUTH;USA;41.6580;-70.5210
N/A;CABALLOCOCHA;PERU;-3.9170;-70.5080
JSM;JOSE DE SAN MARTIN;ARGENTINA;-44.0480;-70.4590
ANF;ANTOFAGASTA;CHILE;-23.4440;-70.4450
CPO;COPIAPO;CHILE;-27.2960;-70.4140
ARI;ARICA;CHILE;-18.3480;-70.3390
N/A;PORVENIR;CHILE;-53.2540;-70.3190
PWM;PORTLAND;USA;43.6460;-70.3090
TCQ;TACNA;PERU;-18.0530;-70.2760
MVP;MITU;COLOMBIA;1.2540;-70.2340
N/A;CHOSMADAL;ARGENTINA;-37.4440;-70.2220
BNS;BARINAS;VENEZUELA;8.6190;-70.2210
IQQ;IQUIQUE;CHILE;-20.5350;-70.1810
N/A;PALMARITO;VENEZUELA;7.5760;-70.1740
JUL;JULIACA;PERU;-15.4670;-70.1580
LSP;PARAGUANA;VENEZUELA;11.7810;-70.1520
N/A;CARORA;VENEZUELA;10.1760;-70.0650
AUA;ORANJESTAD;ARUBA;12.5010;-70.0150
